,Tipo,Fecha de Apertura,Urgencia,Impacto,Prioridad,Cliente,Area,Categoria,Sub-Categoria,Año,Mes,Tiempo Total,Sector
0,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,0.3,Financiero
1,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Impresoras y Escaner,2023,11,0.03,Financiero
2,Requerimiento,2023-11,Alta,Alta,Alta,AMAGI,Telecomunicaciones,Telecomunicaciones,Administracion de Redes,2023,11,0.57,Servicios
3,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,5.83,Financiero
4,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,6.77,Financiero
5,Requerimiento,2023-10,Baja,Baja,Muy baja,CAVESPA,Soporte Tecnico,Estaciones de Trabajo,Computadores/Hardware,2023,10,7.28,Servicios
6,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Implementaciones de Planes de Arranque,2023,11,0.32,Financiero
7,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.0,Financiero
8,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Implementaciones de Planes de Arranque,2023,11,0.72,Financiero
9,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Plataforma Centralizada,Administracion Core Bancario (AS-400),Servicios,2023,11,0.32,Financiero
10,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,6.48,Financiero
11,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Plataforma Centralizada,Administracion Core Bancario (AS-400),Servicios,2023,11,1.95,Financiero
12,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones de Escritorio,2023,11,4.52,Financiero
13,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Telefonia,2023,11,3.03,Financiero
14,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus International,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,2.0,Financiero
15,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Outlook (Escritorio),2023,11,2.72,Financiero
16,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,2.9,Financiero
17,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,3.67,Financiero
18,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus International,Plataforma Distribuida,Administracion de Servidores,Directorio Activo,2023,11,1.8,Financiero
19,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,3.38,Financiero
20,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones de Escritorio,2023,11,2.35,Financiero
21,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,3.77,Financiero
22,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones de Escritorio,2023,11,1.58,Financiero
23,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Impresoras y Escaner,2023,11,2.05,Financiero
24,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Telefonia,2023,11,2.83,Financiero
25,Requerimiento,2023-11,Alta,Mediana,Alta,AMAGI,Plataforma Distribuida,Administracion de Servidores,Directorio Activo,2023,11,2.25,Servicios
26,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus International,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,3.6,Financiero
27,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Implementaciones de Planes de Arranque,2023,11,0.08,Financiero
28,Requerimiento,2023-11,Alta,Alta,Alta,Banplus International,Telecomunicaciones,Telecomunicaciones,Administracion de Redes,2023,11,0.9,Financiero
29,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Manejo de Archivos,2023,11,0.12,Financiero
30,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus International,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,0.18,Financiero
31,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,1.07,Financiero
32,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones de Escritorio,2023,11,0.18,Financiero
33,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,4.72,Financiero
34,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,4.93,Financiero
35,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,4.25,Financiero
37,Requerimiento,2023-11,Alta,Alta,Alta,AMAGI,Telecomunicaciones,Telecomunicaciones,Administracion de Redes,2023,11,0.92,Servicios
38,Requerimiento,2023-11,Muy urgente,Muy urgente,Muy urgente,CAVESPA,Telecomunicaciones,Telecomunicaciones,Administracion de Redes,2023,11,1.17,Servicios
39,Requerimiento,2023-11,Muy urgente,Muy urgente,Muy urgente,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Ciberseguridad DLC,2023,11,32.13,Financiero
40,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,5.93,Financiero
41,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Outlook (Escritorio),2023,11,6.32,Financiero
42,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,2.5,Financiero
43,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus International,Plataforma Distribuida,Administracion de Servidores,Servcio de Correo Electronico (Office 365),2023,11,1.0,Financiero
44,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.17,Financiero
45,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.48,Financiero
46,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Aplicaciones Corporativas,2023,11,0.1,Financiero
47,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Telefonia,2023,11,1.57,Financiero
48,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,3.55,Financiero
49,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,1.8,Financiero
50,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Telefonia,2023,11,2.03,Financiero
51,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Impresoras y Escaner,2023,11,2.17,Financiero
52,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,2.32,Financiero
53,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,2.62,Financiero
54,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Telefonia,2023,11,3.15,Financiero
55,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,4.07,Financiero
56,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,2.07,Financiero
57,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones de Escritorio,2023,11,2.42,Financiero
58,Requerimiento,2023-11,Mediana,Mediana,Mediana,AMAGI,Soporte Tecnico,Estaciones de Trabajo,Cambio de Hardware,2023,11,0.1,Servicios
59,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,9.45,Financiero
60,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,9.78,Financiero
61,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,0.38,Financiero
62,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Implementaciones de Planes de Arranque,2023,11,0.43,Financiero
63,Requerimiento,2023-10,Alta,Alta,Alta,CAVESPA,Soporte Tecnico,Estaciones de Trabajo,Impresoras y Escaner,2023,10,0.32,Servicios
64,Requerimiento,2023-11,Alta,Mediana,Alta,AMAGI,Plataforma Distribuida,Administracion de Servidores,Directorio Activo,2023,11,0.95,Servicios
65,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.17,Financiero
66,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.1,Financiero
67,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,4.93,Financiero
68,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,4.8,Financiero
69,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.05,Financiero
70,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Plataforma Centralizada,Administracion Core Bancario (AS-400),Servicios,2023,11,1.95,Financiero
71,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.03,Financiero
72,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,4.72,Financiero
73,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,4.2,Financiero
74,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Outlook (Escritorio),2023,11,3.98,Financiero
75,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.13,Financiero
76,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,2.83,Financiero
77,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.07,Financiero
78,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.15,Financiero
79,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.03,Financiero
80,Requerimiento,2023-11,Alta,Mediana,Alta,AMAGI,Plataforma Distribuida,Administracion de Servidores,Directorio Activo,2023,11,0.22,Servicios
81,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus International,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones de Escritorio,2023,11,0.23,Financiero
82,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones de Escritorio,2023,11,5.77,Financiero
83,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,5.02,Financiero
84,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,5.13,Financiero
85,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,6.47,Financiero
86,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Outlook (Escritorio),2023,11,4.32,Financiero
87,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus International,Soporte Tecnico,Estaciones de Trabajo,Outlook (Escritorio),2023,11,2.77,Financiero
88,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,0.17,Financiero
89,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Implementaciones de Planes de Arranque,2023,11,0.38,Financiero
90,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Aplicaciones Corporativas,2023,11,0.15,Financiero
91,Requerimiento,2023-11,Alta,Alta,Alta,AMAGI,Telecomunicaciones,Telecomunicaciones,Administracion de Redes,2023,11,0.53,Servicios
92,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,3.43,Financiero
93,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Implementaciones de Planes de Arranque,2023,11,1.62,Financiero
94,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus International,Bases de Datos,Administracion de Base de Datos,Administracion de Instancias,2023,11,24.0,Financiero
95,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones de Escritorio,2023,11,0.92,Financiero
96,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus International,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,8.8,Financiero
97,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.12,Financiero
98,Requerimiento,2023-11,Mediana,Mediana,Mediana,AMAGI,Telecomunicaciones,Administracion de Servidores,Aplicaciones Corporativas,2023,11,0.05,Servicios
99,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,4.68,Financiero
100,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Telefonia,2023,11,3.75,Financiero
101,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,5.58,Financiero
102,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.03,Financiero
103,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,11.55,Financiero
104,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones de Escritorio,2023,11,4.57,Financiero
105,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.33,Financiero
106,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Outlook (Escritorio),2023,11,4.12,Financiero
107,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,3.58,Financiero
108,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,3.98,Financiero
109,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.25,Financiero
110,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.07,Financiero
111,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.2,Financiero
112,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Implementaciones de Planes de Arranque,2023,11,0.23,Financiero
113,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Aplicaciones de Servidor,2023,11,0.28,Financiero
114,Requerimiento,2023-11,Alta,Mediana,Alta,AMAGI,Plataforma Distribuida,Administracion de Servidores,Directorio Activo,2023,11,0.68,Servicios
115,Incidencia,2023-11,Mediana,Mediana,Mediana,AMAGI,Plataforma Distribuida,Administracion de Servidores,Aplicaciones Corporativas,2023,11,6.68,Servicios
116,Requerimiento,2023-11,Alta,Mediana,Alta,AMAGI,Plataforma Distribuida,Administracion de Servidores,Directorio Activo,2023,11,0.43,Servicios
117,Requerimiento,2023-11,Alta,Muy urgente,Muy urgente,AMAGI,Plataforma Distribuida,Administracion de Servidores,Directorio Activo,2023,11,3.35,Servicios
118,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,3.02,Financiero
119,Requerimiento,2023-11,Mediana,Mediana,Mediana,AMAGI,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,3.42,Servicios
120,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,2.58,Financiero
121,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,2.75,Financiero
122,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Telefonia,2023,11,3.72,Financiero
123,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,5.18,Financiero
124,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,4.52,Financiero
125,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,5.3,Financiero
126,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Outlook (Escritorio),2023,11,3.8,Financiero
127,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,4.78,Financiero
128,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.07,Financiero
129,Requerimiento,2023-11,Alta,Mediana,Mediana,AMAGI,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones de Escritorio,2023,11,1.55,Servicios
130,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.15,Financiero
131,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.35,Financiero
132,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,3.65,Financiero
133,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,3.3,Financiero
134,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,4.95,Financiero
135,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,4.17,Financiero
136,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,1.07,Financiero
137,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Telefonia,2023,11,1.32,Financiero
138,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,2.2,Financiero
139,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Implementaciones de Planes de Arranque,2023,11,0.13,Financiero
140,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus International,Telecomunicaciones,Telecomunicaciones,Administracion de Telefonia,2023,11,0.6,Financiero
141,Requerimiento,2023-11,Mediana,Mediana,Mediana,AMAGI,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,2.38,Servicios
142,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus International,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,3.18,Financiero
143,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.13,Financiero
144,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus International,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,0.42,Financiero
145,Requerimiento,2023-11,Mediana,Mediana,Mediana,AMAGI,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,0.8,Servicios
146,Requerimiento,2023-11,Mediana,Baja,Mediana,Banplus Venezuela,Plataforma Centralizada,Administracion Core Bancario (AS-400),Implementaciones de Planes de Arranque,2023,11,0.15,Financiero
147,Incidencia,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Administracion de Servidores (Agencias),2023,11,0.52,Financiero
148,Incidencia,2023-11,Muy urgente,Alta,Muy urgente,Banplus Venezuela,Plataforma Distribuida,Administracion de Servidores,Aplicaciones Corporativas,2023,11,0.13,Financiero
149,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus International,Telecomunicaciones,Telecomunicaciones,Configuracion de Firewall,2023,11,0.22,Financiero
150,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.03,Financiero
151,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.08,Financiero
152,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.08,Financiero
153,Requerimiento,2023-11,Alta,Mediana,Alta,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Hardware,2023,11,3.15,Financiero
154,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,0.65,Financiero
155,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.28,Financiero
156,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,1.9,Financiero
157,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,2.05,Financiero
158,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.55,Financiero
159,Requerimiento,2023-11,Alta,Mediana,Mediana,AMAGI,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones de Escritorio,2023,11,0.78,Servicios
160,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Manejo de Equipos,2023,11,3.48,Financiero
161,Incidencia,2023-11,Alta,Alta,Alta,Banplus Venezuela,Telecomunicaciones,Telecomunicaciones,Manejo de Alertas de Firewalls / Switches / Routers,2023,11,0.07,Financiero
162,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus International,Plataforma Distribuida,Administracion de Servidores,Directorio Activo,2023,11,4.37,Financiero
163,Requerimiento,2023-11,Mediana,Mediana,Mediana,Banplus Venezuela,Soporte Tecnico,Estaciones de Trabajo,Aplicaciones Corporativas,2023,11,0.63,Financiero
